Experiment ID	luminose_hf_goNogo
Animal ID	LUMI-0013
Researcher	Test
Directory path	


Number	Start Time	End Time	Time From Start	Channel	Annotation
44	03/24/26 14:16:23.094	03/24/26 14:16:23.094	48.6176	EEG2	TTL 3: Rise
45	03/24/26 14:16:23.094	03/24/26 14:16:23.094	48.6176	EMG	TTL 3: Rise
46	03/24/26 14:16:25.092	03/24/26 14:16:25.092	50.6160	EEG1	TTL 3: Fall
47	03/24/26 14:16:25.092	03/24/26 14:16:25.092	50.6160	EEG2	TTL 3: Fall
48	03/24/26 14:16:25.092	03/24/26 14:16:25.092	50.6160	EMG	TTL 3: Fall
49	03/24/26 14:16:26.094	03/24/26 14:16:26.094	51.6178	EEG1	TTL 3: Rise
50	03/24/26 14:16:26.094	03/24/26 14:16:26.094	51.6178	EEG2	TTL 3: Rise
51	03/24/26 14:16:26.094	03/24/26 14:16:26.094	51.6178	EMG	TTL 3: Rise
52	03/24/26 14:16:27.096	03/24/26 14:16:27.096	52.6196	EEG1	TTL 3: Fall
53	03/24/26 14:16:27.096	03/24/26 14:16:27.096	52.6196	EEG2	TTL 3: Fall
54	03/24/26 14:16:27.096	03/24/26 14:16:27.096	52.6196	EMG	TTL 3: Fall
55	03/24/26 14:16:27.136	03/24/26 14:16:27.136	52.6597	EEG1	TTL 3: Rise
56	03/24/26 14:16:27.136	03/24/26 14:16:27.136	52.6597	EEG2	TTL 3: Rise
57	03/24/26 14:16:27.136	03/24/26 14:16:27.136	52.6597	EMG	TTL 3: Rise
58	03/24/26 14:16:27.174	03/24/26 14:16:27.174	52.6972	EEG1	TTL 3: Fall
59	03/24/26 14:16:27.174	03/24/26 14:16:27.174	52.6972	EEG2	TTL 3: Fall
60	03/24/26 14:16:27.174	03/24/26 14:16:27.174	52.6972	EMG	TTL 3: Fall
61	03/24/26 14:16:29.175	03/24/26 14:16:29.175	54.6984	EEG1	TTL 3: Rise
62	03/24/26 14:16:29.175	03/24/26 14:16:29.175	54.6984	EEG2	TTL 3: Rise
63	03/24/26 14:16:29.175	03/24/26 14:16:29.175	54.6984	EMG	TTL 3: Rise
64	03/24/26 14:16:31.174	03/24/26 14:16:31.174	56.6971	EEG1	TTL 3: Fall
65	03/24/26 14:16:31.174	03/24/26 14:16:31.174	56.6971	EEG2	TTL 3: Fall
66	03/24/26 14:16:31.174	03/24/26 14:16:31.174	56.6971	EMG	TTL 3: Fall
67	03/24/26 14:16:32.175	03/24/26 14:16:32.175	57.6990	EEG1	TTL 3: Rise
68	03/24/26 14:16:32.175	03/24/26 14:16:32.175	57.6990	EEG2	TTL 3: Rise
69	03/24/26 14:16:32.175	03/24/26 14:16:32.175	57.6990	EMG	TTL 3: Rise
70	03/24/26 14:16:33.177	03/24/26 14:16:33.177	58.7009	EEG1	TTL 3: Fall
71	03/24/26 14:16:33.177	03/24/26 14:16:33.177	58.7009	EEG2	TTL 3: Fall
72	03/24/26 14:16:33.177	03/24/26 14:16:33.177	58.7009	EMG	TTL 3: Fall
73	03/24/26 14:16:33.425	03/24/26 14:16:33.425	58.9488	EEG1	TTL 3: Rise
74	03/24/26 14:16:33.425	03/24/26 14:16:33.425	58.9488	EEG2	TTL 3: Rise
75	03/24/26 14:16:33.425	03/24/26 14:16:33.425	58.9488	EMG	TTL 3: Rise
76	03/24/26 14:16:33.463	03/24/26 14:16:33.463	58.9864	EEG1	TTL 3: Fall
77	03/24/26 14:16:33.463	03/24/26 14:16:33.463	58.9864	EEG2	TTL 3: Fall
78	03/24/26 14:16:33.463	03/24/26 14:16:33.463	58.9864	EMG	TTL 3: Fall
79	03/24/26 14:16:35.462	03/24/26 14:16:35.462	60.9860	EEG1	TTL 3: Rise
80	03/24/26 14:16:35.462	03/24/26 14:16:35.462	60.9860	EEG2	TTL 3: Rise
81	03/24/26 14:16:35.462	03/24/26 14:16:35.462	60.9860	EMG	TTL 3: Rise
82	03/24/26 14:16:37.465	03/24/26 14:16:37.465	62.9883	EEG1	TTL 3: Fall
83	03/24/26 14:16:37.465	03/24/26 14:16:37.465	62.9883	EEG2	TTL 3: Fall
84	03/24/26 14:16:37.465	03/24/26 14:16:37.465	62.9883	EMG	TTL 3: Fall
85	03/24/26 14:16:38.467	03/24/26 14:16:38.467	63.9904	EEG1	TTL 3: Rise
86	03/24/26 14:16:38.467	03/24/26 14:16:38.467	63.9904	EEG2	TTL 3: Rise
87	03/24/26 14:16:38.467	03/24/26 14:16:38.467	63.9904	EMG	TTL 3: Rise
88	03/24/26 14:16:39.466	03/24/26 14:16:39.466	64.9898	EEG1	TTL 3: Fall
89	03/24/26 14:16:39.466	03/24/26 14:16:39.466	64.9898	EEG2	TTL 3: Fall
90	03/24/26 14:16:39.466	03/24/26 14:16:39.466	64.9898	EMG	TTL 3: Fall
91	03/24/26 14:16:39.526	03/24/26 14:16:39.526	65.0499	EEG1	TTL 3: Rise
92	03/24/26 14:16:39.526	03/24/26 14:16:39.526	65.0499	EEG2	TTL 3: Rise
93	03/24/26 14:16:39.526	03/24/26 14:16:39.526	65.0499	EMG	TTL 3: Rise
94	03/24/26 14:16:39.564	03/24/26 14:16:39.564	65.0875	EEG1	TTL 3: Fall
95	03/24/26 14:16:39.564	03/24/26 14:16:39.564	65.0875	EEG2	TTL 3: Fall
96	03/24/26 14:16:39.564	03/24/26 14:16:39.564	65.0875	EMG	TTL 3: Fall
97	03/24/26 14:16:41.565	03/24/26 14:16:41.565	67.0888	EEG1	TTL 3: Rise
98	03/24/26 14:16:41.565	03/24/26 14:16:41.565	67.0888	EEG2	TTL 3: Rise
99	03/24/26 14:16:41.565	03/24/26 14:16:41.565	67.0888	EMG	TTL 3: Rise
100	03/24/26 14:16:43.564	03/24/26 14:16:43.564	69.0879	EEG1	TTL 3: Fall
101	03/24/26 14:16:43.564	03/24/26 14:16:43.564	69.0879	EEG2	TTL 3: Fall
102	03/24/26 14:16:43.564	03/24/26 14:16:43.564	69.0879	EMG	TTL 3: Fall
103	03/24/26 14:16:44.567	03/24/26 14:16:44.567	70.0901	EEG1	TTL 3: Rise
104	03/24/26 14:16:44.567	03/24/26 14:16:44.567	70.0901	EEG2	TTL 3: Rise
105	03/24/26 14:16:44.567	03/24/26 14:16:44.567	70.0901	EMG	TTL 3: Rise
106	03/24/26 14:16:45.569	03/24/26 14:16:45.569	71.0922	EEG1	TTL 3: Fall
107	03/24/26 14:16:45.569	03/24/26 14:16:45.569	71.0922	EEG2	TTL 3: Fall
108	03/24/26 14:16:45.569	03/24/26 14:16:45.569	71.0922	EMG	TTL 3: Fall
109	03/24/26 14:16:45.594	03/24/26 14:16:45.594	71.1173	EEG1	TTL 3: Rise
110	03/24/26 14:16:45.594	03/24/26 14:16:45.594	71.1173	EEG2	TTL 3: Rise
111	03/24/26 14:16:45.594	03/24/26 14:16:45.594	71.1173	EMG	TTL 3: Rise
112	03/24/26 14:16:46.596	03/24/26 14:16:46.596	72.1197	EEG1	TTL 3: Fall
113	03/24/26 14:16:46.596	03/24/26 14:16:46.596	72.1197	EEG2	TTL 3: Fall
114	03/24/26 14:16:46.596	03/24/26 14:16:46.596	72.1197	EMG	TTL 3: Fall
115	03/24/26 14:16:52.598	03/24/26 14:16:52.598	78.1211	EEG1	TTL 3: Rise
116	03/24/26 14:16:52.598	03/24/26 14:16:52.598	78.1211	EEG2	TTL 3: Rise
117	03/24/26 14:16:52.598	03/24/26 14:16:52.598	78.1211	EMG	TTL 3: Rise
118	03/24/26 14:16:54.597	03/24/26 14:16:54.597	80.1202	EEG1	TTL 3: Fall
119	03/24/26 14:16:54.597	03/24/26 14:16:54.597	80.1202	EEG2	TTL 3: Fall
120	03/24/26 14:16:54.597	03/24/26 14:16:54.597	80.1202	EMG	TTL 3: Fall
121	03/24/26 14:16:55.599	03/24/26 14:16:55.599	81.1225	EEG1	TTL 3: Rise
122	03/24/26 14:16:55.599	03/24/26 14:16:55.599	81.1225	EEG2	TTL 3: Rise
123	03/24/26 14:16:55.599	03/24/26 14:16:55.599	81.1225	EMG	TTL 3: Rise
124	03/24/26 14:16:56.601	03/24/26 14:16:56.601	82.1248	EEG1	TTL 3: Fall
125	03/24/26 14:16:56.601	03/24/26 14:16:56.601	82.1248	EEG2	TTL 3: Fall
126	03/24/26 14:16:56.601	03/24/26 14:16:56.601	82.1248	EMG	TTL 3: Fall
127	03/24/26 14:16:56.822	03/24/26 14:16:56.822	82.3453	EEG1	TTL 3: Rise
128	03/24/26 14:16:56.822	03/24/26 14:16:56.822	82.3453	EEG2	TTL 3: Rise
129	03/24/26 14:16:56.822	03/24/26 14:16:56.822	82.3453	EMG	TTL 3: Rise
130	03/24/26 14:16:56.859	03/24/26 14:16:56.859	82.3829	EEG1	TTL 3: Fall
131	03/24/26 14:16:56.859	03/24/26 14:16:56.859	82.3829	EEG2	TTL 3: Fall
132	03/24/26 14:16:56.859	03/24/26 14:16:56.859	82.3829	EMG	TTL 3: Fall
133	03/24/26 14:16:58.858	03/24/26 14:16:58.858	84.3818	EEG1	TTL 3: Rise
134	03/24/26 14:16:58.858	03/24/26 14:16:58.858	84.3818	EEG2	TTL 3: Rise
135	03/24/26 14:16:58.858	03/24/26 14:16:58.858	84.3818	EMG	TTL 3: Rise
136	03/24/26 14:17:00.859	03/24/26 14:17:00.859	86.3822	EEG1	TTL 3: Fall
137	03/24/26 14:17:00.859	03/24/26 14:17:00.859	86.3822	EEG2	TTL 3: Fall
138	03/24/26 14:17:00.859	03/24/26 14:17:00.859	86.3822	EMG	TTL 3: Fall
139	03/24/26 14:17:01.860	03/24/26 14:17:01.860	87.3837	EEG1	TTL 3: Rise
140	03/24/26 14:17:01.860	03/24/26 14:17:01.860	87.3837	EEG2	TTL 3: Rise
141	03/24/26 14:17:01.860	03/24/26 14:17:01.860	87.3837	EMG	TTL 3: Rise
142	03/24/26 14:17:02.862	03/24/26 14:17:02.862	88.3860	EEG1	TTL 3: Fall
143	03/24/26 14:17:02.862	03/24/26 14:17:02.862	88.3860	EEG2	TTL 3: Fall
144	03/24/26 14:17:02.862	03/24/26 14:17:02.862	88.3860	EMG	TTL 3: Fall
145	03/24/26 14:17:03.050	03/24/26 14:17:03.050	88.5740	EEG1	TTL 3: Rise
146	03/24/26 14:17:03.050	03/24/26 14:17:03.050	88.5740	EEG2	TTL 3: Rise
147	03/24/26 14:17:03.050	03/24/26 14:17:03.050	88.5740	EMG	TTL 3: Rise
148	03/24/26 14:17:03.088	03/24/26 14:17:03.088	88.6115	EEG1	TTL 3: Fall
149	03/24/26 14:17:03.088	03/24/26 14:17:03.088	88.6115	EEG2	TTL 3: Fall
150	03/24/26 14:17:03.088	03/24/26 14:17:03.088	88.6115	EMG	TTL 3: Fall
151	03/24/26 14:17:05.090	03/24/26 14:17:05.090	90.6139	EEG1	TTL 3: Rise
152	03/24/26 14:17:05.090	03/24/26 14:17:05.090	90.6139	EEG2	TTL 3: Rise
153	03/24/26 14:17:05.090	03/24/26 14:17:05.090	90.6139	EMG	TTL 3: Rise
154	03/24/26 14:17:07.089	03/24/26 14:17:07.089	92.6127	EEG1	TTL 3: Fall
155	03/24/26 14:17:07.089	03/24/26 14:17:07.089	92.6127	EEG2	TTL 3: Fall
156	03/24/26 14:17:07.089	03/24/26 14:17:07.089	92.6127	EMG	TTL 3: Fall
157	03/24/26 14:17:08.091	03/24/26 14:17:08.091	93.6142	EEG1	TTL 3: Rise
158	03/24/26 14:17:08.091	03/24/26 14:17:08.091	93.6142	EEG2	TTL 3: Rise
159	03/24/26 14:17:08.091	03/24/26 14:17:08.091	93.6142	EMG	TTL 3: Rise
160	03/24/26 14:17:09.092	03/24/26 14:17:09.092	94.6158	EEG1	TTL 3: Fall
161	03/24/26 14:17:09.092	03/24/26 14:17:09.092	94.6158	EEG2	TTL 3: Fall
162	03/24/26 14:17:09.092	03/24/26 14:17:09.092	94.6158	EMG	TTL 3: Fall
163	03/24/26 14:17:09.187	03/24/26 14:17:09.187	94.7109	EEG1	TTL 3: Rise
164	03/24/26 14:17:09.187	03/24/26 14:17:09.187	94.7109	EEG2	TTL 3: Rise
165	03/24/26 14:17:09.187	03/24/26 14:17:09.187	94.7109	EMG	TTL 3: Rise
166	03/24/26 14:17:10.189	03/24/26 14:17:10.189	95.7126	EEG1	TTL 3: Fall
167	03/24/26 14:17:10.189	03/24/26 14:17:10.189	95.7126	EEG2	TTL 3: Fall
168	03/24/26 14:17:10.189	03/24/26 14:17:10.189	95.7126	EMG	TTL 3: Fall
169	03/24/26 14:17:16.191	03/24/26 14:17:16.191	101.7145	EEG1	TTL 3: Rise
170	03/24/26 14:17:16.191	03/24/26 14:17:16.191	101.7145	EEG2	TTL 3: Rise
171	03/24/26 14:17:16.191	03/24/26 14:17:16.191	101.7145	EMG	TTL 3: Rise
172	03/24/26 14:17:18.190	03/24/26 14:17:18.190	103.7139	EEG1	TTL 3: Fall
173	03/24/26 14:17:18.190	03/24/26 14:17:18.190	103.7139	EEG2	TTL 3: Fall
174	03/24/26 14:17:18.190	03/24/26 14:17:18.190	103.7139	EMG	TTL 3: Fall
175	03/24/26 14:17:19.192	03/24/26 14:17:19.192	104.7158	EEG1	TTL 3: Rise
176	03/24/26 14:17:19.192	03/24/26 14:17:19.192	104.7158	EEG2	TTL 3: Rise
177	03/24/26 14:17:19.192	03/24/26 14:17:19.192	104.7158	EMG	TTL 3: Rise
178	03/24/26 14:17:20.194	03/24/26 14:17:20.194	105.7177	EEG1	TTL 3: Fall
179	03/24/26 14:17:20.194	03/24/26 14:17:20.194	105.7177	EEG2	TTL 3: Fall
180	03/24/26 14:17:20.194	03/24/26 14:17:20.194	105.7177	EMG	TTL 3: Fall
181	03/24/26 14:17:20.324	03/24/26 14:17:20.324	105.8480	EEG1	TTL 3: Rise
182	03/24/26 14:17:20.324	03/24/26 14:17:20.324	105.8480	EEG2	TTL 3: Rise
183	03/24/26 14:17:20.324	03/24/26 14:17:20.324	105.8480	EMG	TTL 3: Rise
184	03/24/26 14:17:20.362	03/24/26 14:17:20.362	105.8855	EEG1	TTL 3: Fall
185	03/24/26 14:17:20.362	03/24/26 14:17:20.362	105.8855	EEG2	TTL 3: Fall
186	03/24/26 14:17:20.362	03/24/26 14:17:20.362	105.8855	EMG	TTL 3: Fall
187	03/24/26 14:17:22.361	03/24/26 14:17:22.361	107.8844	EEG1	TTL 3: Rise
188	03/24/26 14:17:22.361	03/24/26 14:17:22.361	107.8844	EEG2	TTL 3: Rise
189	03/24/26 14:17:22.361	03/24/26 14:17:22.361	107.8844	EMG	TTL 3: Rise
190	03/24/26 14:17:24.360	03/24/26 14:17:24.360	109.8834	EEG1	TTL 3: Fall
191	03/24/26 14:17:24.360	03/24/26 14:17:24.360	109.8834	EEG2	TTL 3: Fall
192	03/24/26 14:17:24.360	03/24/26 14:17:24.360	109.8834	EMG	TTL 3: Fall
193	03/24/26 14:17:25.362	03/24/26 14:17:25.362	110.8854	EEG1	TTL 3: Rise
194	03/24/26 14:17:25.362	03/24/26 14:17:25.362	110.8854	EEG2	TTL 3: Rise
195	03/24/26 14:17:25.362	03/24/26 14:17:25.362	110.8854	EMG	TTL 3: Rise
196	03/24/26 14:17:26.364	03/24/26 14:17:26.364	111.8873	EEG1	TTL 3: Fall
197	03/24/26 14:17:26.364	03/24/26 14:17:26.364	111.8873	EEG2	TTL 3: Fall
198	03/24/26 14:17:26.364	03/24/26 14:17:26.364	111.8873	EMG	TTL 3: Fall
199	03/24/26 14:17:26.875	03/24/26 14:17:26.875	112.3983	EEG1	TTL 3: Rise
200	03/24/26 14:17:26.875	03/24/26 14:17:26.875	112.3983	EEG2	TTL 3: Rise
201	03/24/26 14:17:26.875	03/24/26 14:17:26.875	112.3983	EMG	TTL 3: Rise
202	03/24/26 14:17:26.912	03/24/26 14:17:26.912	112.4359	EEG1	TTL 3: Fall
203	03/24/26 14:17:26.912	03/24/26 14:17:26.912	112.4359	EEG2	TTL 3: Fall
204	03/24/26 14:17:26.912	03/24/26 14:17:26.912	112.4359	EMG	TTL 3: Fall
205	03/24/26 14:17:28.911	03/24/26 14:17:28.911	114.4346	EEG1	TTL 3: Rise
206	03/24/26 14:17:28.911	03/24/26 14:17:28.911	114.4346	EEG2	TTL 3: Rise
207	03/24/26 14:17:28.911	03/24/26 14:17:28.911	114.4346	EMG	TTL 3: Rise
208	03/24/26 14:17:30.910	03/24/26 14:17:30.910	116.4336	EEG1	TTL 3: Fall
209	03/24/26 14:17:30.910	03/24/26 14:17:30.910	116.4336	EEG2	TTL 3: Fall
210	03/24/26 14:17:30.910	03/24/26 14:17:30.910	116.4336	EMG	TTL 3: Fall
211	03/24/26 14:17:31.912	03/24/26 14:17:31.912	117.4359	EEG1	TTL 3: Rise
212	03/24/26 14:17:31.912	03/24/26 14:17:31.912	117.4359	EEG2	TTL 3: Rise
213	03/24/26 14:17:31.912	03/24/26 14:17:31.912	117.4359	EMG	TTL 3: Rise
214	03/24/26 14:17:32.915	03/24/26 14:17:32.915	118.4381	EEG1	TTL 3: Fall
215	03/24/26 14:17:32.915	03/24/26 14:17:32.915	118.4381	EEG2	TTL 3: Fall
216	03/24/26 14:17:32.915	03/24/26 14:17:32.915	118.4381	EMG	TTL 3: Fall
217	03/24/26 14:17:32.930	03/24/26 14:17:32.930	118.4531	EEG1	TTL 3: Rise
218	03/24/26 14:17:32.930	03/24/26 14:17:32.930	118.4531	EEG2	TTL 3: Rise
219	03/24/26 14:17:32.930	03/24/26 14:17:32.930	118.4531	EMG	TTL 3: Rise
220	03/24/26 14:17:33.929	03/24/26 14:17:33.929	119.4528	EEG1	TTL 3: Fall
221	03/24/26 14:17:33.929	03/24/26 14:17:33.929	119.4528	EEG2	TTL 3: Fall
222	03/24/26 14:17:33.929	03/24/26 14:17:33.929	119.4528	EMG	TTL 3: Fall
223	03/24/26 14:17:39.929	03/24/26 14:17:39.929	125.4527	EEG1	TTL 3: Rise
224	03/24/26 14:17:39.929	03/24/26 14:17:39.929	125.4527	EEG2	TTL 3: Rise
225	03/24/26 14:17:39.929	03/24/26 14:17:39.929	125.4527	EMG	TTL 3: Rise
226	03/24/26 14:17:41.928	03/24/26 14:17:41.928	127.4519	EEG1	TTL 3: Fall
227	03/24/26 14:17:41.928	03/24/26 14:17:41.928	127.4519	EEG2	TTL 3: Fall
228	03/24/26 14:17:41.928	03/24/26 14:17:41.928	127.4519	EMG	TTL 3: Fall
229	03/24/26 14:17:42.931	03/24/26 14:17:42.931	128.4541	EEG1	TTL 3: Rise
230	03/24/26 14:17:42.931	03/24/26 14:17:42.931	128.4541	EEG2	TTL 3: Rise
231	03/24/26 14:17:42.931	03/24/26 14:17:42.931	128.4541	EMG	TTL 3: Rise
232	03/24/26 14:17:43.933	03/24/26 14:17:43.933	129.4563	EEG1	TTL 3: Fall
233	03/24/26 14:17:43.933	03/24/26 14:17:43.933	129.4563	EEG2	TTL 3: Fall
234	03/24/26 14:17:43.933	03/24/26 14:17:43.933	129.4563	EMG	TTL 3: Fall
235	03/24/26 14:17:44.096	03/24/26 14:17:44.096	129.6191	EEG1	TTL 3: Rise
236	03/24/26 14:17:44.096	03/24/26 14:17:44.096	129.6191	EEG2	TTL 3: Rise
237	03/24/26 14:17:44.096	03/24/26 14:17:44.096	129.6191	EMG	TTL 3: Rise
238	03/24/26 14:17:44.133	03/24/26 14:17:44.133	129.6567	EEG1	TTL 3: Fall
239	03/24/26 14:17:44.133	03/24/26 14:17:44.133	129.6567	EEG2	TTL 3: Fall
240	03/24/26 14:17:44.133	03/24/26 14:17:44.133	129.6567	EMG	TTL 3: Fall
241	03/24/26 14:17:46.135	03/24/26 14:17:46.135	131.6586	EEG1	TTL 3: Rise
242	03/24/26 14:17:46.135	03/24/26 14:17:46.135	131.6586	EEG2	TTL 3: Rise
243	03/24/26 14:17:46.135	03/24/26 14:17:46.135	131.6586	EMG	TTL 3: Rise
244	03/24/26 14:17:48.135	03/24/26 14:17:48.135	133.6584	EEG1	TTL 3: Fall
245	03/24/26 14:17:48.135	03/24/26 14:17:48.135	133.6584	EEG2	TTL 3: Fall
246	03/24/26 14:17:48.135	03/24/26 14:17:48.135	133.6584	EMG	TTL 3: Fall
247	03/24/26 14:17:49.137	03/24/26 14:17:49.137	134.6608	EEG1	TTL 3: Rise
248	03/24/26 14:17:49.137	03/24/26 14:17:49.137	134.6608	EEG2	TTL 3: Rise
249	03/24/26 14:17:49.137	03/24/26 14:17:49.137	134.6608	EMG	TTL 3: Rise
250	03/24/26 14:17:50.140	03/24/26 14:17:50.140	135.6632	EEG1	TTL 3: Fall
251	03/24/26 14:17:50.140	03/24/26 14:17:50.140	135.6632	EEG2	TTL 3: Fall
252	03/24/26 14:17:50.140	03/24/26 14:17:50.140	135.6632	EMG	TTL 3: Fall
253	03/24/26 14:17:50.275	03/24/26 14:17:50.275	135.7984	EEG1	TTL 3: Rise
254	03/24/26 14:17:50.275	03/24/26 14:17:50.275	135.7984	EEG2	TTL 3: Rise
255	03/24/26 14:17:50.275	03/24/26 14:17:50.275	135.7984	EMG	TTL 3: Rise
256	03/24/26 14:17:50.312	03/24/26 14:17:50.312	135.8360	EEG1	TTL 3: Fall
257	03/24/26 14:17:50.312	03/24/26 14:17:50.312	135.8360	EEG2	TTL 3: Fall
258	03/24/26 14:17:50.312	03/24/26 14:17:50.312	135.8360	EMG	TTL 3: Fall
259	03/24/26 14:17:52.311	03/24/26 14:17:52.311	137.8349	EEG1	TTL 3: Rise
260	03/24/26 14:17:52.311	03/24/26 14:17:52.311	137.8349	EEG2	TTL 3: Rise
261	03/24/26 14:17:52.311	03/24/26 14:17:52.311	137.8349	EMG	TTL 3: Rise
262	03/24/26 14:17:54.313	03/24/26 14:17:54.313	139.8365	EEG1	TTL 3: Fall
263	03/24/26 14:17:54.313	03/24/26 14:17:54.313	139.8365	EEG2	TTL 3: Fall
264	03/24/26 14:17:54.313	03/24/26 14:17:54.313	139.8365	EMG	TTL 3: Fall
265	03/24/26 14:17:55.315	03/24/26 14:17:55.315	140.8390	EEG1	TTL 3: Rise
266	03/24/26 14:17:55.315	03/24/26 14:17:55.315	140.8390	EEG2	TTL 3: Rise
267	03/24/26 14:17:55.315	03/24/26 14:17:55.315	140.8390	EMG	TTL 3: Rise
268	03/24/26 14:17:56.318	03/24/26 14:17:56.318	141.8414	EEG1	TTL 3: Fall
269	03/24/26 14:17:56.318	03/24/26 14:17:56.318	141.8414	EEG2	TTL 3: Fall
270	03/24/26 14:17:56.318	03/24/26 14:17:56.318	141.8414	EMG	TTL 3: Fall
271	03/24/26 14:17:56.416	03/24/26 14:17:56.416	141.9392	EEG1	TTL 3: Rise
272	03/24/26 14:17:56.416	03/24/26 14:17:56.416	141.9392	EEG2	TTL 3: Rise
273	03/24/26 14:17:56.416	03/24/26 14:17:56.416	141.9392	EMG	TTL 3: Rise
274	03/24/26 14:17:57.416	03/24/26 14:17:57.416	142.9391	EEG1	TTL 3: Fall
275	03/24/26 14:17:57.416	03/24/26 14:17:57.416	142.9391	EEG2	TTL 3: Fall
276	03/24/26 14:17:57.416	03/24/26 14:17:57.416	142.9391	EMG	TTL 3: Fall
277	03/24/26 14:18:03.416	03/24/26 14:18:03.416	148.9394	EEG1	TTL 3: Rise
